CellID, Experimenter, Species, Channel, CellType, Path, Status
1_1, RP, Rat, ch4, L5PC, \140213L5ISI_1 Folder, 0
1_2, RP, Rat, ch6, L5PC, \140213L5ISI_1 Folder, 1
1_3, RP, Rat, ch16, L5PC, \140213L5ISI_1 Folder, 1
1_4, RP, Rat, ch18, L5PC, \140213L5ISI_1 Folder, 1
2_1, RP, Rat, ch8, L5PC, \140213L5ISI_10 Folder, 0
3_1, RP, Rat, ch8, L5PC, \140213L5ISI_11 Folder, 0
4_1, RP, Rat, ch8, L5PC, \140213L5ISI_2 Folder, 0
5_1, RP, Rat, ch8, L5PC, \140213L5ISI_3 Folder, 0
6_1, RP, Rat, ch8, L5PC, \140213L5ISI_4 Folder, 0
7_1, RP, Rat, ch8, L5PC, \140213L5ISI_5 Folder, 0
8_1, RP, Rat, ch8, L5PC, \140213L5ISI_6 Folder, 1
9_1, RP, Rat, ch8, L5PC, \140213L5ISI_7 Folder, 0
10_1, RP, Rat, ch8, L5PC, \140213L5ISI_8 Folder, 0
11_1, RP, Rat, ch8, L5PC, \140213L5ISI_9 Folder, 1
12_1, RP, Rat, ch8, L5PC, \140214L5ISI_1 Folder, 0
13_1, RP, Rat, ch8, L5PC, \140214L5ISI_2 Folder, 0
14_1, RP, Rat, ch8, L5PC, \140214L5ISI_3 Folder, 0
15_1, RP, Rat, ch8, L5PC, \140214L5ISI_4 Folder, 0
16_1, RP, Rat, ch8, L5PC, \140214L5ISI_5 Folder, 0
17_1, RP, Rat, ch8, L5PC, \140214L5ISI_6 Folder, 0
18_1, RP, Rat, ch8, L5PC, \140214L5ISI_7 Folder, 0 
19_1, RP, Rat, ch8, L5PC, \140227L5ISI_1 Folder, 0 
20_1, RP, Rat, ch8, L5PC, \140227L5ISI_2 Folder, 1
21_1, RP, Rat, ch8, L5PC, \140227L5ISI_3 Folder, 0
22_1, RP, Rat, ch8, L5PC, \140227L5ISI_4 Folder, 0
23_1, RP, Rat, ch8, L5PC, \140227L5ISI_5 Folder, 0 
24_1, RP, Rat, ch8, L5PC, \140227L5ISI_6 Folder, 0  
25_1, RP, Rat, ch8, L5PC, \140227L5ISI_7 Folder, 0
26_1, RP, Rat, ch8, L5PC, \140228L5ISI_1 Folder, 0
27_1, RP, Rat, ch8, L5PC, \140228L5ISI_2 Folder, 0
28_1, OH, Rat, ch2, L5PC, \001_140227A01_OH\001_140227A01MRP13L5Py_OH, 1
29_1, OH, Rat, ch2, L5PC, \001_140227A02_OH\001_140227A02MRP13L5Py_OH, 0
30_1, OH, Rat, ch2, L5PC, \001_140227A04_OH\001_140227A04MRP13L5Py_OH, 1
31_1, OH, Rat, ch2, L5PC, \001_140227A05_OH\001_140227A05MRP13L5Py_OH, 1
32_1, OH, Rat, ch2, L5PC, \001_140227A06_OH\001_140227A06MRP13L5Py_OH, 0
33_1, OH, Rat, ch2, L5PC, \001_140227A07_OH\001_140227A07MRP13L5Py_OH, 0
34_1, OH, Rat, ch2, L5PC, \001_140227A08_OH\001_140227A08MRP13L5Py_OH, 0
35_1, OH, Rat, ch2, L5PC, \001_140227A10_OH\001_140227A10MRP13L5Py_OH, 0
36_1, OH, Rat, ch2, L5PC, \001_140227A11_OH\001_140227A11MRP13L5Py_OH, 0
37_1, OH, Rat, ch2, L5PC, \001_140227A12_OH\001_140227A12MRP13L5Py_OH, 1
38_1, OH, Rat, ch2, L5PC, \001_140227A13_OH\001_140227A13MRP13L5Py_OH, 0
39_1, OH, Rat, ch2, L5PC, \001_140227A14_OH\001_140227A14MRP13L5Py_OH, 1
40_1, OH, Rat, ch2, L5PC, \001_140227A15_OH\001_140227A15MRP13L5Py_OH, 1
41_1, OH, Rat, ch2, L5PC, \001_140227A16_OH\001_140227A16MRP13L5Py_OH, 1
42_1, OH, Rat, ch2, L5PC, \001_140228A01_OH\001_140228A01MRP14L5Py_OH, 0
43_1, OH, Rat, ch2, L5PC, \001_140228A02_OH\001_140228A02MRP14L5Py_OH, 1
44_1, OH, Rat, ch2, L5PC, \001_140228A08_OH\001_140228A08MRP14L5Py_OH, 0
45_1, OH, Rat, ch2, L5PC, \001_140228A09_OH\001_140228A09MRP14L5Py_OH, 0
46_1, OH, Rat, ch2, L5PC, \001_140228A10_OH\001_140228A10MRP14L5Py_OH, 0
47_1, OH, Rat, ch2, L5PC, \001_140228B02_OH\001_140228B02MRP14L5Py_OH, 1
48_1, OH, Rat, ch2, L5PC, \001_140228B03_OH\001_140228B03MRP14L5Py_OH, 0
49_1, OH, Rat, ch2, L5PC, \001_140228B04_OH\001_140228B04MRP14L5Py_OH, 0
50_1, OH, Rat, ch2, L5PC, \001_140228B05_OH\001_140228B05MRP14L5Py_OH, 0
51_1, OH, Rat, ch2, L5PC, \001_140228B06_OH\001_140228B06MRP14L5Py_OH, 0
52_1, OH, Rat, ch2, L5PC, \001_140228B07_OH\001_140228B07MRP14L5Py_OH, 0
53_1, OH, Mouse, ch2, L5FS, \001_140212A01_OH\001_140212A1MMP13L5FS_OH, 1
54_1, OH, Mouse, ch2, L5FS, \001_140212A02_OH\001_140212A2MMP13L5FS_OH, 1
55_1, OH, Mouse, ch2, L5FS, \001_140212A03_OH\001_140212A3MMP13L5FS_OH, 1
55_2, OH, Mouse, ch4, L5FS, \001_140212A03_OH\001_140212A3MMP13L5FS_OH, 1
56_1, OH, Mouse, ch2, L5FS, \001_140213A01_OH\001_140213A1MMP14L5FS_OH, 1
57_1, OH, Mouse, ch2, L5FS, \001_140213A02_OH\001_140213A2MMP14L5FS_OH, 1
58_1, OH, Mouse, ch2, L5FS, \001_140213A03_OH\001_140213A3MMP14L5FS_OH, 1
59_1, OH, Mouse, ch2, L5FS, \001_140213B01_OH\001_140213B1MMP14L5FS_OH, 1
60_1, OH, Mouse, ch2, L5FS, \001_140213B02_OH\001_140213B2MMP14L5FS_OH, 1
61_1, OH, Mouse, ch2, L5FS, \001_140214A01_OH\001_140214A1MMP15L5FS_OH, 1
62_1, OH, Mouse, ch2, L5FS, \001_140214A02_OH\001_140214A2MMP15L5FS_OH, 1
63_1, OH, Mouse, ch2, L5FS, \001_140214A03_OH\001_140214A3MMP15L5FS_OH, 1 
64_1, OH, Mouse, ch2, L5FS, \001_140214B01_OH\001_140214B1MMP15L5FS_OH, 1
65_1, OH, Mouse, ch2, L5FS, \001_140214B02_OH\001_140214B2MMP15L5FS_OH, 1
66_1, OH, Mouse, ch4, L5FS, \001_140214B03_OH\001_140214B3MMP15L5FS_OH, 1
67_1, OH, Mouse, ch2, L5FS, \001_140326A01_OH\001_140326A1MMP13L5FS_OH, 1
68_1, OH, Mouse, ch2, L5FS, \001_140326A02_OH\001_140326A2MMP13L5FS_OH, 1
69_1, OH, Mouse, ch2, L5FS, \001_140326A03_OH\001_140326A3MMP13L5FS_OH, 1
70_1, OH, Mouse, ch2, L5FS, \001_140326B01_OH\001_14032B1MMP13L5FS_OH, 1
71_1, OH, Mouse, ch2, L5FS, \001_140326B02_OH\001_14032B2MMP13L5FS_OH, 1
72_1, OH, Mouse, ch2, L5FS, \001_140326C01_OH\001_14032C1MMP13L5FS_OH, 1
73_1, OH, Mouse, ch2, L5FS, \001_140326C02_OH\001_14032C2MMP13L5FS_OH, 1
74_1, OH, Mouse, ch2, L5FS, \001_140327A01_OH\001_140327A1MMP14L5FS_OH, 1
75_1, OH, Mouse, ch2, L5FS, \001_140327A02_OH\001_140327A2MMP14L5FS_OH, 1
76_1, OH, Mouse, ch2, L5FS, \001_140327A03_OH\001_140327A3MMP14L5FS_OH, 1
77_1, OH, Mouse, ch2, L5FS, \001_140327A04_OH\001_140327A4MMP14L5FS_OH, 1
78_1, OH, Mouse, ch2, SNcDA, \001_140303A01_OH\001_140303A1MMP15SNcDA_OH, 1
79_1, OH, Mouse, ch2, SNcDA, \001_140303A02_OH\001_140303A2MMP15SNcDA_OH, 1
80_1, OH, Mouse, ch2, SNcDA, \001_140303A03_OH\001_140303A3MMP15SNcDA_OH, 1
81_1, OH, Mouse, ch2, SNcDA, \001_140304A01_OH\001_140304A1MMP16SNcDA_OH, 1
82_1, OH, Mouse, ch2, SNcDA, \001_140304A02_OH\001_140304A2MMP16SNcDA_OH, 1
83_1, OH, Mouse, ch2, SNcDA, \001_140304A03_OH\001_140304A3MMP16SNcDA_OH, 1
84_1, OH, Mouse, ch2, SNcDA, \001_140304B01_OH\001_140304B1MMP16SNcDA_OH, 1
85_1, OH, Mouse, ch2, SNcDA, \001_140304B02_OH\001_140304B2MMP16SNcDA_OH, 1
86_1, OH, Mouse, ch2, SNcDA, \001_140304B03_OH\001_140304B3MMP16SNcDA_OH, 1
87_1, OH, Mouse, ch0, L5FS, \001_140404C01_OH\001_140404C1MMP15L5FS_OH, 1
88_1, OH, Mouse, ch2, L5FS, \001_140404A01_OH\001_140404A1MMP15L5FS_OH, 1
89_1, OH, Mouse, ch2, L5FS, \001_140404A02_OH\001_140404A2MMP15L5FS_OH, 1
90_1, OH, Mouse, ch2, L5FS, \001_140404A03_OH\001_140404A3MMP15L5FS_OH, 1
91_1, OH, Mouse, ch2, L5FS, \001_140404A04_OH\001_140404A4MMP15L5FS_OH, 1
92_1, OH, Mouse, ch2, L5FS, \001_140404B01_OH\001_140404B1MMP15L5FS_OH, 1
93_1, OH, Mouse, ch0, L5FS, \001_140404B02_OH\001_140404B2MMP15L5FS_OH, 1
94_1, RP, Rat, ch2, L2IN, \140313ChCeCode_1 Folder, 1
94_2, RP, Rat, ch10, L2IN, \140313ChCeCode_1 Folder, 1
95_1, RP, Rat, ch2, L2IN, \140313ChCeCode_2 Folder, 1
95_2, RP, Rat, ch20, L2PC, \140313ChCeCode_2 Folder, 1
96_1, RP, Rat, ch2, L2IN, \140313ChCeCode_2 Folder, 1
96_2, RP, Rat, ch20, L2PC, \140313ChCeCode_2 Folder, 1
97_1, RP, Rat, ch10, L5PC, \140313L5PCeCode_1 Folder, 1
97_2, RP, Rat, ch20, L5PC, \140313L5PCeCode_1 Folder, 1
98_1, RP, Rat, ch10, L5PC, \140313L5PCeCode_2 Folder, 1
98_2, RP, Rat, ch20, L5PC, \140313L5PCeCode_2 Folder, 1
99_1, RP, Rat, ch2, NO, \140314ChCeCode_1 Folder, 1
99_2, RP, Rat, ch10, L2IN, \140314ChCeCode_1 Folder, 1
99_3, RP, Rat, ch20, NO, \140314ChCeCode_1 Folder, 1
100_1, RP, Rat, ch2, NO, \140314ChCeCode_2 Folder, 1
100_2, RP, Rat, ch20, NO, \140314ChCeCode_2 Folder, 1
101_1, RP, Rat, ch2, L2IN, \140319ChCeCode_1 Folder, 1
101_2, RP, Rat, ch20, L2PC, \140319ChCeCode_1 Folder, 1
102_1, RP, Rat, ch2, L2IN, \140319ChCeCode_2 Folder, 1
103_1, RP, Rat, ch2, L2IN, \140319ChCeCode_3 Folder, 1
104_1, RP, Rat, ch2, L5IN, \140319ChCeCode_4 Folder, 1
105_1, RP, Rat, ch2, L2IN, \140320ChCeCode_1 Folder, 1
105_2, RP, Rat, ch20, L2IN, \140320ChCeCode_1 Folder, 1
106_1, RP, Rat, ch20, L2IN, \140320ChCeCode_2 Folder, 1
107_1, RP, Rat, ch2, L2IN, \140320ChCeCode_3 Folder, 1
107_2, RP, Rat, ch20, L2PC, \140320ChCeCode_3 Folder, 1
108_1, RP, Rat, ch2, NO, \140320ChCeCode_4 Folder, 1
108_2, RP, Rat, ch20, NO, \140320ChCeCode_4 Folder, 1
109_1, RP, Rat, ch2, L2PC, \140326ChCeCode_1 Folder, 1
109_2, RP, Rat, ch20, L2PC, \140326ChCeCode_1 Folder, 1
110_1, RP, Rat, ch2, L2PC, \140326ChCeCode_2 Folder, 1
110_2, RP, Rat, ch20, L2PC, \140326ChCeCode_2 Folder, 1
111_1, RP, Rat, ch2, L2IN, \140326ChCeCode_3 Folder, 1
111_2, RP, Rat, ch20, L2IN, \140326ChCeCode_3 Folder, 1
112_1, RP, Rat, ch2, L2PC, \140327ChCeCode_1 Folder, 1
112_2, RP, Rat, ch20, L2PC, \140327ChCeCode_1 Folder, 1
113_1, RP, Rat, ch2, L2PC, \140327ChCeCode_2 Folder, 1
113_2, RP, Rat, ch20, L2IN, \140327ChCeCode_2 Folder, 1
114_1, RP, Rat, ch2, L2IN, \140327ChCeCode_3 Folder, 1
115_1, RP, Rat, ch2, L2IN, \140327ChCeCode_4 Folder, 1
115_2, RP, Rat, ch20, L2IN, \140327ChCeCode_4 Folder, 1
116_1, RP, Rat, ch2, L2PC, \140327ChCeCode_5 Folder, 1
116_2, RP, Rat, ch20, L2PC, \140327ChCeCode_5 Folder, 1
117_1, RP, Rat, ch2, L2PC, \140328ChCeCode_1 Folder, 1
117_2, RP, Rat, ch20, L2PC, \140328ChCeCode_1 Folder, 1
118_1, RP, Rat, ch20, L2IN, \140328ChCeCode_2 Folder, 1
119_1, RP, Rat, ch20, L2IN, \140328ChCeCode_3 Folder, 1
120_1, RP, Rat, ch2, L2IN, \140328ChCeCode_4 Folder, 1
120_2, RP, Rat, ch20, L2IN, \140328ChCeCode_4 Folder, 1
121_1, RP, Rat, ch2, L2IN, \140402ChCeCode_1 Folder, 1
121_2, RP, Rat, ch20, L2PC, \140402ChCeCode_1 Folder, 1
122_1, RP, Rat, ch2, L2PC, \140402ChCeCode_2 Folder, 1
122_2, RP, Rat, ch20, L2PC, \140402ChCeCode_2 Folder, 1
123_1, RP, Rat, ch2, L2PC, \140404ChCeCode_1 Folder, 1
123_2, RP, Rat, ch20, L2PC, \140404ChCeCode_1 Folder, 1
123_3, RP, Rat, ch22, L2IN, \140404ChCeCode_1 Folder, 1
124_1, RP, Rat, ch2, L2IN, \140404ChCeCode_2 Folder, 1
124_2, RP, Rat, ch20, L2IN, \140404ChCeCode_2 Folder, 1
124_3, RP, Rat, ch22, L2IN, \140404ChCeCode_2 Folder, 1
125_1, RP, Rat, ch2, L2PC, \001_140409A01_RP Folder, 1
126_1, RP, Rat, ch2, L5PC, \001_140409A02_RP Folder, 1
126_2, RP, Rat, ch8, L5PC, \001_140409A02_RP Folder, 1
126_3, RP, Rat, ch20, L5PC, \001_140409A02_RP Folder, 1
127_1, RP, Rat, ch2, L2PC, \001_140409B01_RP Folder, 1
128_1, RP, Rat, ch2, L2PC, \001_140409B01_RP Folder, 1
129_1, RP, Rat, ch2, L2PC, \001_140409B01_RP Folder, 1
130_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
131_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
132_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
133_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
134_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
135_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
136_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
137_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
138_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
139_1, OH, Rat, ch2, L5PC, \001_140409B01_RP Folder, 0
140_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
141_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
142_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
143_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
144_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
145_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
146_1, OH, Mouse, ch2, L5PC, \001_140409B01_RP Folder, 0
147_1, OH, Mouse, ch2, L5FS, \001_140210A01_OH\001_140210A1MMP14L5FS_OH, 0
148_1, OH, Mouse, ch2, L5IN, \001_140317A01_OH\001_140317A1MMP15L5IN_OH, 1
149_1, OH, Mouse, ch2, L5IN, \001_140317A02_OH\001_140317A2MMP15L5IN_OH, 1
150_1, OH, Mouse, ch2, L5IN, \001_140317A03_OH\001_140317A3MMP15L5IN_OH, 1
151_1, OH, Mouse, ch2, L5IN, \001_140317B01_OH\001_140317B1MMP15L5IN_OH, 1
152_1, OH, Mouse, ch2, L5IN, \001_140422A01_OH\001_140422A1MMP15L5IN_OH, 1
153_1, OH, Mouse, ch2, L5IN, \001_140422A02_OH\001_140422A2MMP15L5IN_OH, 1
154_1, OH, Mouse, ch2, L5IN, \001_140422B01_OH\001_140422B1MMP15L5IN_OH, 1
155_1, OH, Mouse, ch2, L5IN, \001_140422B02_OH\001_140422B2MMP15L5IN_OH, 1
156_1, OH, Mouse, ch2, L5IN, \001_140508A01_OH\001_140508A1MMP13L5IN_OH, 1
157_1, OH, Mouse, ch2, L5IN, \001_140508B01_OH\001_140508B1MMP13L5IN_OH, 1
158_1, OH, Mouse, ch2, L5IN, \001_140508B02_OH\001_140508B2MMP13L5IN_OH, 1
159_1, OH, Mouse, ch2, L5IN, \001_140508B03_OH\001_140508B3MMP13L5IN_OH, 1
160_1, OH, Mouse, ch2, L5IN, \001_140508B04_OH\001_140508B4MMP13L5IN_OH, 1
161_1, OH, Mouse, ch2, L5IN, \001_140509A01_OH\001_140509A1MMP14L5IN_OH, 1
162_1, OH, Mouse, ch2, L5IN, \001_140509A02_OH\001_140509A2MMP14L5IN_OH, 1
163_1, OH, Mouse, ch2, L5IN, \001_140509B01_OH\001_140509B1MMP14L5IN_OH, 1
164_1, OH, Mouse, ch2, L5IN, \001_140509B02_OH\001_140509B2MMP14L5IN_OH, 1
165_1, OH, Mouse, ch2, L5IN, \001_140509B03_OH\001_140509B3MMP14L5IN_OH, 1
166_1, OH, Mouse, ch2, L5IN, \001_140510A01_OH\001_140510A1MMP15L5IN_OH, 1
167_1, OH, Mouse, ch2, L5IN, \001_140510A02_OH\001_140510A2MMP15L5IN_OH, 1
168_1, OH, Mouse, ch2, L5IN, \001_140510A03_OH\001_140510A3MMP15L5IN_OH, 1
169_1, OH, Mouse, ch2, L5IN, \001_140510A04_OH\001_140510A4MMP15L5IN_OH, 1
170_1, OH, Mouse, ch2, L5IN, \001_140510B01_OH\001_140510B1MMP15L5IN_OH, 1
171_1, OH, Mouse, ch2, L5IN, \001_140510B02_OH\001_140510B2MMP15L5IN_OH, 1
172_1, OH, Mouse, ch2, L5IN, \001_140514A01_OH\001_140514A1MMP14L5IN_OH, 1
173_1, OH, Mouse, ch2, L5IN, \001_140514A02_OH\001_140514A2MMP14L5IN_OH, 0
174_1, OH, Mouse, ch2, L5IN, \001_140514B01_OH\001_140514B1MMP14L5IN_OH, 1
175_1, OH, Mouse, ch2, L5IN, \001_140514B02_OH\001_140514B2MMP14L5IN_OH, 1
176_1, OH, Mouse, ch2, L5IN, \001_140514C01_OH\001_140514C1MMP14L5IN_OH, 1
177_1, RP, Rat, ch18, Amygdala, \001_140702RP_A1 Folder, 1
177_2, RP, Rat, ch19, Amygdala, \001_140702RP_A1 Folder, 1
178_1, RP, Rat, ch8, Amygdala, \001_140704RP_A1 Folder, 1
179_1, RP, Rat, ch8, Amygdala, \001_140704RP_A2 Folder, 1
180_1, RP, Rat, ch4, Amygdala, \001_140709RP_A2 Folder, 1
181_1, RP, Rat, ch4, Amygdala, \001_140709RP_A3 Folder, 1
182_1, RP, Rat, ch18, Amygdala, \001_140717RP_A2 Folder, 1
183_1, RP, Rat, ch2, Amygdala, \001_140717RP_A3 Folder, 1
183_2, RP, Rat, ch18, Amygdala, \001_140717RP_A3 Folder, 1
184_1, RP, Rat, ch4, Amygdala, \001_140717RP_B1 Folder, 1
184_2, RP, Rat, ch18, Amygdala, \001_140717RP_B1 Folder, 1
185_1, RP, Rat, ch4, Amygdala, \001_140718RP_A1 Folder, 1
186_1, RP, Rat, ch4, Amygdala, \001_140718RP_A2 Folder, 1
186_2, RP, Rat, ch18, Amygdala, \001_140718RP_A2 Folder, 1
187_1, RP, Rat, ch18, Amygdala, \001_140718RP_B1 Folder, 1
188_1, RP, Rat, ch4, Amygdala, \001_140718RP_B2 Folder, 1
188_2, RP, Rat, ch18, Amygdala, \001_140718RP_B2 Folder, 1
189_1, RP, Rat, ch4, Amygdala, \001_140723RP_A1 Folder, 1
189_2, RP, Rat, ch18, Amygdala, \001_140723RP_A1 Folder, 1
190_1, RP, Rat, ch4, Amygdala, \001_140723RP_A2 Folder, 1
190_2, RP, Rat, ch18, Amygdala, \001_140723RP_A2 Folder, 1
191_1, RP, Rat, ch18, Amygdala, \001_140723RP_A3 Folder, 1
192_1, RP, Rat, ch18, Amygdala, \001_140724RP_A1 Folder, 1
193_1, RP, Rat, ch4, Amygdala, \001_140724RP_B1 Folder, 1
194_1, RP, Rat, ch18, Amygdala, \001_140724RP_B2 Folder, 1
195_1, RP, Rat, ch18, Amygdala, \001_140724RP_B3 Folder, 1
196_1, RP, Rat, ch18, Amygdala, \001_140724RP_B4 Folder, 1
197_1, MPG, Mouse, ch2, L5PC, \001_140407_A1_S1L5py_MPG Folder, 1
198_1, MPG, Mouse, ch2, L5PC, \001_140408_A1_S1L5py_MPG Folder, 1
199_1, MPG, Mouse, ch2, L5PC, \001_140509_A1_S1L5py_MPG Folder, 1
200_1, MPG, Mouse, ch2, L5PC, \001_140509_B1_S1L5py_MPG Folder, 1
201_1, MPG, Mouse, ch2, L5PC, \001_140512_A1_S1L5py_MPG Folder, 1
202_1, MPG, Mouse, ch2, L5PC, \001_140514_A1_S1L5py_MPG Folder, 1
