CellID, Experimenter, Species, Channel, CellType, Path, Status
590_1, OH, Mouse, ch2, DAP3, \002_160218A05_OH\002_160218A5MMP3SNcDA_OH, 1
591_1, OH, Mouse, ch2, DAP4, \002_141114A01_OH\002_141114A1MMP4SNcDA_OH, 1
592_1, OH, Mouse, ch2, DAP4, \002_141114A02_OH\002_141114A2MMP4SNcDA_OH, 1
593_1, OH, Mouse, ch2, DAP4, \002_141114A03_OH\002_141114A3MMP4SNcDA_OH, 1
594_1, OH, Mouse, ch2, DAP4, \002_141114A04_OH\002_141114A4MMP4SNcDA_OH, 1
595_1, OH, Mouse, ch2, DAP4, \002_141210A01_OH\002_141210A1MMP4SNcDA_OH, 1
596_1, OH, Mouse, ch2, DAP4, \002_141210A02_OH\002_141210A2MMP4SNcDA_OH, 1
597_1, OH, Mouse, ch2, DAP4, \002_141210A03_OH\002_141210A3MMP4SNcDA_OH, 1
598_1, OH, Mouse, ch2, DAP4, \002_141210A04_OH\002_141210A4MMP4SNcDA_OH, 1
599_1, OH, Mouse, ch2, DAP4, \002_141210A05_OH\002_141210A5MMP4SNcDA_OH, 1
600_1, OH, Mouse, ch2, DAP4, \002_150219A01_OH\002_150219A1MMP4SNcDA_OH, 1
601_1, OH, Mouse, ch2, DAP4, \002_150219A02_OH\002_150219A2MMP4SNcDA_OH, 1
602_1, OH, Mouse, ch2, DAP4, \002_150219A03_OH\002_150219A3MMP4SNcDA_OH, 1
603_1, OH, Mouse, ch2, DAP4, \002_150219B01_OH\002_150219B1MMP4SNcDA_OH, 1
604_1, OH, Mouse, ch2, DAP4, \002_150219B02_OH\002_150219B2MMP4SNcDA_OH, 1
605_1, OH, Mouse, ch2, DAFillP4, \002_160219A01_OH\002_160219A1MMP4SNcDA_OH, 1
606_1, OH, Mouse, ch2, DAFillP4, \002_160219A02_OH\002_160219A2MMP4SNcDA_OH, 1
607_1, OH, Mouse, ch2, DAFillP4, \002_160219A03_OH\002_160219A3MMP4SNcDA_OH, 1
608_1, OH, Mouse, ch2, DAFillP4, \002_160219A04_OH\002_160219A4MMP4SNcDA_OH, 1
609_1, OH, Mouse, ch2, DAFillP4, \002_160219A05_OH\002_160219A5MMP4SNcDA_OH, 1
610_1, OH, Mouse, ch2, DAFillP4, \002_160219A06_OH\002_160219A6MMP4SNcDA_OH, 1
611_1, OH, Mouse, ch2, DAFillP4, \002_160219B01_OH\002_160219B1MMP4SNcDA_OH, 1
612_1, OH, Mouse, ch2, DAFillP4, \002_160219B02_OH\002_160219B2MMP4SNcDA_OH, 1
613_1, OH, Mouse, ch2, DAFillP4, \002_160219B03_OH\002_160219B3MMP4SNcDA_OH, 1
614_1, OH, Mouse, ch2, DAFillP4, \002_160219B04_OH\002_160219B4MMP4SNcDA_OH, 1
615_1, OH, Mouse, ch2, DAP5, \002_141111A01_OH\002_141111A1MMP5SNcDA_OH, 1
616_1, OH, Mouse, ch2, DAP5, \002_141111A02_OH\002_141111A2MMP5SNcDA_OH, 1
617_1, OH, Mouse, ch2, DAP5, \002_141111A03_OH\002_141111A3MMP5SNcDA_OH, 1
618_1, OH, Mouse, ch2, DAP5, \002_141111A04_OH\002_141111A4MMP5SNcDA_OH, 1
619_1, OH, Mouse, ch2, DAP5, \002_141111A05_OH\002_141111A5MMP5SNcDA_OH, 1
620_1, OH, Mouse, ch2, DAP5, \002_141111A06_OH\002_141111A6MMP5SNcDA_OH, 1
621_1, OH, Mouse, ch2, DAP5, \002_141111A07_OH\002_141111A7MMP5SNcDA_OH, 1
622_1, OH, Mouse, ch2, DAFillP5, \002_160201A01_OH\002_160201A1MMP5SNcDA_OH, 1
623_1, OH, Mouse, ch2, DAFillP5, \002_160201A02_OH\002_160201A2MMP5SNcDA_OH, 1
624_1, OH, Mouse, ch2, DAFillP5, \002_160201A03_OH\002_160201A3MMP5SNcDA_OH, 1
625_1, OH, Mouse, ch2, DAFillP5, \002_160201A04_OH\002_160201A4MMP5SNcDA_OH, 1
626_1, OH, Mouse, ch2, DAFillP5, \002_160201A05_OH\002_160201A5MMP5SNcDA_OH, 1
627_1, OH, Mouse, ch2, DAFillP5, \002_160201B01_OH\002_160201B1MMP5SNcDA_OH, 1
628_1, OH, Mouse, ch2, DAFillP5, \002_160201B02_OH\002_160201B2MMP5SNcDA_OH, 1
629_1, OH, Mouse, ch2, DAFillP5, \002_160201B03_OH\002_160201B3MMP5SNcDA_OH, 1
630_1, OH, Mouse, ch2, DAFillP5, \002_160201C01_OH\002_160201C1MMP5SNcDA_OH, 1
631_1, OH, Mouse, ch2, DAFillP5, \002_160201C02_OH\002_160201C2MMP5SNcDA_OH, 1
632_1, OH, Mouse, ch2, DAFillP5, \002_160201C03_OH\002_160201C3MMP5SNcDA_OH, 1
633_1, OH, Mouse, ch2, DA6070, \002_151118A01_OH\002_151118A1MMP16SNcDA_OH, 1
634_1, OH, Mouse, ch2, DA6070, \002_151118A02_OH\002_151118A2MMP16SNcDA_OH, 1
635_1, OH, Mouse, ch2, DA6070, \002_151118A03_OH\002_151118A3MMP16SNcDA_OH, 1
636_1, OH, Mouse, ch2, DA6070, \002_151118A04_OH\002_151118A4MMP16SNcDA_OH, 1
637_1, OH, Mouse, ch2, DA6070, \002_151118A05_OH\002_151118A5MMP16SNcDA_OH, 1
638_1, OH, Mouse, ch2, DA6070, \002_151118B01_OH\002_151118B1MMP16SNcDA_OH, 1
639_1, OH, Mouse, ch2, DA6070, \002_151118B02_OH\002_151118B2MMP16SNcDA_OH, 1
640_1, OH, Mouse, ch2, DA6070, \002_151118B03_OH\002_151118B3MMP16SNcDA_OH, 1
641_1, OH, Mouse, ch2, DA6070, \002_151119A01_OH\002_151119A1MMP14SNcDA_OH, 1
642_1, OH, Mouse, ch2, DA6070, \002_151119A02_OH\002_151119A2MMP14SNcDA_OH, 1
643_1, OH, Mouse, ch2, DA6070, \002_151119A03_OH\002_151119A3MMP14SNcDA_OH, 1
644_1, OH, Mouse, ch2, DA6070, \002_151119A04_OH\002_151119A4MMP14SNcDA_OH, 1
645_1, OH, Mouse, ch2, DA6070, \002_151119A05_OH\002_151119A5MMP14SNcDA_OH, 1
646_1, OH, Mouse, ch2, DA6070, \002_151119B01_OH\002_151119B1MMP14SNcDA_OH, 1
647_1, OH, Mouse, ch2, DA6070, \002_151119B02_OH\002_151119B2MMP14SNcDA_OH, 1
648_1, OH, Mouse, ch2, DA6070, \002_151119B03_OH\002_151119B3MMP14SNcDA_OH, 1
649_1, OH, Mouse, ch2, DA6070, \002_151119B04_OH\002_151119B4MMP14SNcDA_OH, 1
650_1, OH, Mouse, ch2, DA6070, \002_151119B05_OH\002_151119B5MMP14SNcDA_OH, 1
651_1, OH, Mouse, ch2, DA6070, \002_151119B06_OH\002_151119B6MMP14SNcDA_OH, 1
652_1, OH, Mouse, ch2, DA6070, \002_151119B07_OH\002_151119B7MMP14SNcDA_OH, 1
653_1, OH, Mouse, ch2, DA6070, \002_151119B08_OH\002_151119B8MMP14SNcDA_OH, 1
654_1, OH, Mouse, ch2, DA6070, \002_151119B09_OH\002_151119B9MMP14SNcDA_OH, 1
655_1, OH, Mouse, ch2, DA6070, \002_151120A01_OH\002_151120A1MMP15SNcDA_OH, 1
656_1, OH, Mouse, ch2, DA6070, \002_151120A02_OH\002_151120A2MMP15SNcDA_OH, 1
657_1, OH, Mouse, ch2, DA6070, \002_151120A03_OH\002_151120A3MMP15SNcDA_OH, 1
658_1, OH, Mouse, ch2, DA6070, \002_151120A04_OH\002_151120A4MMP15SNcDA_OH, 1
659_1, OH, Mouse, ch2, DA6070, \002_151120A05_OH\002_151120A5MMP15SNcDA_OH, 1
660_1, OH, Mouse, ch2, DA6070, \002_151120A06_OH\002_151120A6MMP15SNcDA_OH, 1
661_1, OH, Mouse, ch2, DA6070, \002_151120B01_OH\002_151120B1MMP15SNcDA_OH, 1
662_1, OH, Mouse, ch2, DA6070, \002_151120B02_OH\002_151120B2MMP15SNcDA_OH, 1
663_1, OH, Mouse, ch2, DA6070, \002_151120B03_OH\002_151120B3MMP15SNcDA_OH, 1
664_1, OH, Mouse, ch2, DA6070, \002_151120B04_OH\002_151120B4MMP15SNcDA_OH, 1
665_1, OH, Mouse, ch2, DA6070, \002_151120B05_OH\002_151120B5MMP15SNcDA_OH, 1
666_1, OH, Mouse, ch2, DAPluck, \002_160118A1_OH\002_160118A1MMP14SNcDA_OH, 1
667_1, OH, Mouse, ch2, DAPluck, \002_160118A2_OH\002_160118A2MMP14SNcDA_OH, 1
668_1, OH, Mouse, ch2, DAPluck, \002_160118A3_OH\002_160118A3MMP14SNcDA_OH, 1
669_1, OH, Mouse, ch2, DAPluck, \002_160118A4_OH\002_160118A4MMP14SNcDA_OH, 1
670_1, OH, Mouse, ch2, DAPluck, \002_160120A1_OH\002_160120A1MMP16SNcDA_OH, 1
671_1, OH, Mouse, ch2, DAPluck, \002_160120A2_OH\002_160120A2MMP16SNcDA_OH, 1
672_1, OH, Mouse, ch2, DAPluck, \002_160120A3_OH\002_160120A3MMP16SNcDA_OH, 1
673_1, OH, Mouse, ch2, DAPluck, \002_160120A4_OH\002_160120A4MMP16SNcDA_OH, 1
674_1, OH, Mouse, ch2, DAPluck, \002_160120B1_OH\002_160120B1MMP16SNcDA_OH, 1
675_1, OH, Mouse, ch2, DAPluck, \002_160120B2_OH\002_160120B2MMP16SNcDA_OH, 1
676_1, OH, Mouse, ch2, DAPluck, \002_160120B3_OH\002_160120B3MMP16SNcDA_OH, 1
677_1, OH, Mouse, ch2, DAPluck, \002_160125A1_OH\002_160125A1MMP15SNcDA_OH, 1
678_1, OH, Mouse, ch2, DAPluck, \002_160125A2_OH\002_160125A2MMP15SNcDA_OH, 1
679_1, OH, Mouse, ch2, DAPluck, \002_160125A3_OH\002_160125A3MMP15SNcDA_OH, 1
680_1, OH, Mouse, ch2, DAPluck, \002_160125A4_OH\002_160125A4MMP15SNcDA_OH, 1
681_1, OH, Mouse, ch2, DAPluck, \002_160125B1_OH\002_160125B1MMP15SNcDA_OH, 1
682_1, OH, Mouse, ch2, DAPluck, \002_160125B2_OH\002_160125B2MMP15SNcDA_OH, 1
683_1, OH, Mouse, ch2, DAPluck, \002_160126A1_OH\002_160126A1MMP16SNcDA_OH, 1
684_1, OH, Mouse, ch2, DAPluck, \002_160126A2_OH\002_160126A2MMP16SNcDA_OH, 1
685_1, OH, Mouse, ch2, DAPluck, \002_160126B1_OH\002_160126B1MMP16SNcDA_OH, 1
686_1, OH, Mouse, ch2, DAPluck, \002_160126B2_OH\002_160126B2MMP16SNcDA_OH, 1
687_1, OH, Mouse, ch2, DAPluck, \002_160126B3_OH\002_160126B3MMP16SNcDA_OH, 1
688_1, OH, Mouse, ch2, DAPluck, \002_160126B4_OH\002_160126B4MMP16SNcDA_OH, 1
689_1, OH, Mouse, ch2, DAPluck, \002_160127A1_OH\002_160127A1MMP13SNcDA_OH, 1
690_1, OH, Mouse, ch2, DAPluck, \002_160127A2_OH\002_160127A2MMP13SNcDA_OH, 1
691_1, OH, Mouse, ch2, DAPluck, \002_160127A3_OH\002_160127A3MMP13SNcDA_OH, 1
692_1, OH, Mouse, ch2, DAPluck, \002_160127A4_OH\002_160127A4MMP13SNcDA_OH, 1
693_1, OH, Mouse, ch2, DAPluck, \002_160127B1_OH\002_160127B1MMP13SNcDA_OH, 1
694_1, OH, Mouse, ch2, DAPluck, \002_160127B2_OH\002_160127B2MMP13SNcDA_OH, 1
695_1, OH, Mouse, ch2, DAPluck, \002_160127B3_OH\002_160127B3MMP13SNcDA_OH, 1
696_1, OH, Mouse, ch2, DAPluck, \002_160127B4_OH\002_160127B4MMP13SNcDA_OH, 1
697_1, OH, Mouse, ch2, DAPluck, \002_160128A1_OH\002_160128A1MMP14SNcDA_OH, 1
698_1, OH, Mouse, ch2, DAPluck, \002_160128A2_OH\002_160128A2MMP14SNcDA_OH, 1
699_1, OH, Mouse, ch2, DAPluck, \002_160128A3_OH\002_160128A3MMP14SNcDA_OH, 1
700_1, OH, Mouse, ch2, DAPluck, \002_160128A4_OH\002_160128A4MMP14SNcDA_OH, 1
701_1, OH, Mouse, ch2, DAPluck, \002_160128B1_OH\002_160128B1MMP14SNcDA_OH, 1
702_1, OH, Mouse, ch2, DAPluck, \002_160128B2_OH\002_160128B2MMP14SNcDA_OH, 1
703_1, OH, Mouse, ch2, DAPluck, \002_160128B3_OH\002_160128B3MMP14SNcDA_OH, 1
704_1, OH, Mouse, ch2, DAPluck, \002_160129A1_OH\002_160129A1MMP15SNcDA_OH, 1
705_1, OH, Mouse, ch2, DAPluck, \002_160129A2_OH\002_160129A2MMP15SNcDA_OH, 1
706_1, OH, Mouse, ch2, DAPluck, \002_160129A3_OH\002_160129A3MMP15SNcDA_OH, 1
707_1, OH, Mouse, ch2, DAPluck, \002_160129B1_OH\002_160129B1MMP15SNcDA_OH, 1
708_1, OH, Mouse, ch2, DAPluck, \002_160129B2_OH\002_160129B2MMP15SNcDA_OH, 1
709_1, OH, Mouse, ch2, DAPluck, \002_160129B3_OH\002_160129B3MMP15SNcDA_OH, 1
710_1, OH, Mouse, ch2, DAPluck, \002_160129B4_OH\002_160129B4MMP15SNcDA_OH, 1
711_1, OH, Mouse, ch2, DAPluck, \002_160129B5_OH\002_160129B5MMP15SNcDA_OH, 1
712_1, OH, Mouse, ch2, DAPluck, \002_160129B6_OH\002_160129B6MMP15SNcDA_OH, 1
713_1, OH, Mouse, ch2, DAP28, \002_141105B01_OH\002_141105B1MMP30SNcDA_OH, 1
714_1, OH, Mouse, ch2, DAP28, \002_141110A01_OH\002_141110A1MMP29SNcDA_OH, 1
715_1, OH, Mouse, ch2, DAP28, \002_141110A02_OH\002_141110A2MMP29SNcDA_OH, 1
716_1, OH, Mouse, ch2, DAP28, \002_141110A03_OH\002_141110A3MMP29SNcDA_OH, 1
717_1, OH, Mouse, ch2, DAP28, \002_141125A01_OH\002_141125A1MMP28SNcDA_OH, 1
718_1, OH, Mouse, ch2, DAP28, \002_141125A02_OH\002_141125A2MMP28SNcDA_OH, 1
719_1, OH, Mouse, ch2, DAP28, \002_141125A03_OH\002_141125A3MMP28SNcDA_OH, 1
720_1, OH, Mouse, ch2, DAP28, \002_141125A04_OH\002_141125A4MMP28SNcDA_OH, 1
721_1, OH, Mouse, ch2, DAP28, \002_141125A05_OH\002_141125A5MMP28SNcDA_OH, 1
722_1, OH, Mouse, ch2, DAP28, \002_141204A01_OH\002_141204A1MMP30SNcDA_OH, 1
723_1, OH, Mouse, ch2, DAP28, \002_141204A02_OH\002_141204A2MMP30SNcDA_OH, 1
724_1, OH, Mouse, ch2, DAP28, \002_141204A03_OH\002_141204A3MMP30SNcDA_OH, 1
725_1, OH, Mouse, ch2, DAP28, \002_141204B01_OH\002_141204B1MMP30SNcDA_OH, 1
726_1, OH, Mouse, ch2, DAP28, \002_141204B02_OH\002_141204B2MMP30SNcDA_OH, 1
727_1, OH, Mouse, ch2, DAP28, \002_141208A01_OH\002_141208A1MMP28SNcDA_OH, 1
728_1, OH, Mouse, ch2, DAP28, \002_141208A02_OH\002_141208A2MMP28SNcDA_OH, 1
729_1, OH, Mouse, ch2, DAP28, \002_141208A03_OH\002_141208A3MMP28SNcDA_OH, 1
730_1, OH, Mouse, ch2, DAP28, \002_141208A04_OH\002_141208A4MMP28SNcDA_OH, 1
731_1, OH, Mouse, ch2, DAP28, \002_141208A05_OH\002_141208A5MMP28SNcDA_OH, 1
732_1, OH, Mouse, ch2, DAP28, \002_141208B01_OH\002_141208B1MMP28SNcDA_OH, 1
733_1, OH, Mouse, ch2, DAFillP28, \002_160111A1_OH\002_160111A1MMP28SNcDA_OH, 1
734_1, OH, Mouse, ch2, DAFillP28, \002_160111A2_OH\002_160111A2MMP28SNcDA_OH, 1
735_1, OH, Mouse, ch2, DAFillP28, \002_160111A3_OH\002_160111A3MMP28SNcDA_OH, 1
736_1, OH, Mouse, ch2, DAFillP28, \002_160111A4_OH\002_160111A4MMP28SNcDA_OH, 1
737_1, OH, Mouse, ch2, DAFillP28, \002_160111A5_OH\002_160111A5MMP28SNcDA_OH, 1
738_1, OH, Mouse, ch2, DAFillP28, \002_160111B1_OH\002_160111B1MMP28SNcDA_OH, 1
739_1, OH, Mouse, ch2, DAFillP28, \002_160111B2_OH\002_160111B2MMP28SNcDA_OH, 1
740_1, OH, Mouse, ch2, DAFillP28, \002_160111B3_OH\002_160111B3MMP28SNcDA_OH, 1
741_1, OH, Mouse, ch2, DAFillP28, \002_160111B4_OH\002_160111B4MMP28SNcDA_OH, 1
742_1, OH, Mouse, ch2, DAFillP28, \002_160111B5_OH\002_160111B5MMP28SNcDA_OH, 1
743_1, OH, Mouse, ch2, DAFillP28, \002_160111B6_OH\002_160111B6MMP28SNcDA_OH, 1
744_1, OH, Mouse, ch2, DAFillP28, \002_160112A1_OH\002_160112A1MMP29SNcDA_OH, 1
745_1, OH, Mouse, ch2, DAFillP28, \002_160112A2_OH\002_160112A2MMP29SNcDA_OH, 1
746_1, OH, Mouse, ch2, DAFillP28, \002_160112A3_OH\002_160112A3MMP29SNcDA_OH, 1
747_1, OH, Mouse, ch2, DAFillP28, \002_160112A4_OH\002_160112A4MMP29SNcDA_OH, 1
748_1, OH, Mouse, ch2, DAFillP28, \002_160112A5_OH\002_160112A5MMP29SNcDA_OH, 1
749_1, OH, Mouse, ch2, DAFillP28, \002_160112B1_OH\002_160112B1MMP29SNcDA_OH, 1
750_1, OH, Mouse, ch2, DAFillP28, \002_160112B2_OH\002_160112B2MMP29SNcDA_OH, 1
751_1, OH, Mouse, ch2, DAFillP28, \002_160112B3_OH\002_160112B3MMP29SNcDA_OH, 1
752_1, OH, Mouse, ch2, DAFillP28, \002_160112B4_OH\002_160112B4MMP29SNcDA_OH, 1
753_1, OH, Mouse, ch2, DAFillP28, \002_160112B5_OH\002_160112B5MMP29SNcDA_OH, 1
754_1, OH, Mouse, ch2, DAFillP28, \002_160112B6_OH\002_160112B6MMP29SNcDA_OH, 1
755_1, OH, Mouse, ch2, DAFillP28, \002_160112C1_OH\002_160112C1MMP29SNcDA_OH, 1
756_1, OH, Mouse, ch2, DAFillP28, \002_160112C2_OH\002_160112C2MMP29SNcDA_OH, 1
757_1, OH, Mouse, ch2, DAFillP28, \002_160112C3_OH\002_160112C3MMP29SNcDA_OH, 1
758_1, OH, Mouse, ch2, DAFillP28, \002_160112C4_OH\002_160112C4MMP29SNcDA_OH, 1
759_1, OH, Mouse, ch2, DAFillP28, \002_160112C5_OH\002_160112C5MMP29SNcDA_OH, 1
760_1, OH, Mouse, ch2, DAP56, \002_141126A01_OH\002_141126A1MMP56SNcDA_OH, 1
761_1, OH, Mouse, ch2, DAP56, \002_141126A02_OH\002_141126A2MMP56SNcDA_OH, 1
762_1, OH, Mouse, ch2, DAP56, \002_141126B01_OH\002_141126B1MMP56SNcDA_OH, 1
763_1, OH, Mouse, ch2, DAP56, \002_141126B02_OH\002_141126B2MMP56SNcDA_OH, 1
764_1, OH, Mouse, ch2, DAP56, \002_141128A01_OH\002_141128A1MMP56SNcDA_OH, 1
765_1, OH, Mouse, ch2, DAP56, \002_141128A02_OH\002_141128A2MMP56SNcDA_OH, 1
766_1, OH, Mouse, ch2, DAP56, \002_141128A03_OH\002_141128A3MMP56SNcDA_OH, 1
767_1, OH, Mouse, ch2, DAP56, \002_141128B01_OH\002_141128B1MMP56SNcDA_OH, 1
768_1, OH, Mouse, ch2, DAP56, \002_141201A01_OH\002_141201A1MMP57SNcDA_OH, 1
769_1, OH, Mouse, ch2, DAP56, \002_141201A02_OH\002_141201A2MMP57SNcDA_OH, 1
770_1, OH, Mouse, ch2, DAP56, \002_141201B01_OH\002_141201B1MMP57SNcDA_OH, 1
771_1, OH, Mouse, ch2, DAP56, \002_141202A01_OH\002_141202A1MMP57SNcDA_OH, 1
772_1, OH, Mouse, ch2, DAP56, \002_141202B01_OH\002_141202B1MMP57SNcDA_OH, 1
773_1, OH, Mouse, ch2, DAP56, \002_141202B02_OH\002_141202B2MMP57SNcDA_OH, 1
774_1, OH, Mouse, ch2, DAP56, \002_141203A01_OH\002_141203A1MMP58SNcDA_OH, 1
775_1, OH, Mouse, ch2, DAP56, \002_141203B01_OH\002_141203B1MMP58SNcDA_OH, 1
776_1, OH, Mouse, ch2, DAP56, \002_141203B02_OH\002_141203B2MMP58SNcDA_OH, 1
777_1, OH, Mouse, ch2, DAP56, \002_150210A01_OH\002_150210A1MMP57SNcDA_OH, 1
778_1, OH, Mouse, ch2, DAP56, \002_150210A02_OH\002_150210A2MMP57SNcDA_OH, 1
779_1, OH, Mouse, ch2, DAP56, \002_150210A03_OH\002_150210A3MMP57SNcDA_OH, 1
780_1, OH, Mouse, ch2, DAP56, \002_150210B01_OH\002_150210B1MMP57SNcDA_OH, 1
781_1, OH, Mouse, ch2, DAP56, \002_150223A01_OH\002_150223A1MMP58SNcDA_OH, 1
782_1, OH, Mouse, ch2, DAP56, \002_150223A02_OH\002_150223A2MMP58SNcDA_OH, 1
783_1, OH, Mouse, ch2, DAP56, \002_150223A03_OH\002_150223A3MMP58SNcDA_OH, 1
784_1, OH, Mouse, ch2, DAP56, \002_150223A04_OH\002_150223A4MMP58SNcDA_OH, 1
785_1, OH, Mouse, ch2, DAP56, \002_150303A01_OH\002_150303A1MMP54SNcDA_OH, 1
786_1, OH, Mouse, ch2, DAP56, \002_150303B01_OH\002_150303B1MMP54SNcDA_OH, 1
787_1, OH, Mouse, ch2, DAP56, \002_150303B02_OH\002_150303B2MMP54SNcDA_OH, 1
